x,y,Class_ID,B1,B2,B3,Class,Description
474.1168823,-215.3657227,2,100,94,82,Class_2,Grass
302.9483032,-229.3018188,1,192,200,185,Class_1,LS Block
166.0986938,-446.420105,3,68,93,64,Class_3,Vegitation
188.1506958,-316.7396851,1,110,117,101,Class_1,LS Block
183.9251099,-433.8269043,3,43,66,38,Class_3,Vegitation
490.34729,-197.0419922,2,116,112,101,Class_2,Grass
651.9064941,-146.1497803,1,192,192,168,Class_1,LS Block
475.0789185,-204.0150757,2,104,100,88,Class_2,Grass
385.001709,-74.90350342,3,83,111,73,Class_3,Vegitation
489.0194702,-222.0988159,2,106,104,89,Class_2,Grass
476.2973022,-196.6403809,2,97,93,81,Class_2,Grass
214.9539185,-317.2838745,1,133,139,129,Class_1,LS Block
484.1138916,-223.06073,2,108,106,91,Class_2,Grass
359.0001221,-149.067688,1,194,196,185,Class_1,LS Block
92.28912354,-88.2935791,3,73,100,67,Class_3,Vegitation
519.1171265,-215.8666992,2,100,101,85,Class_2,Grass
657.2930908,-195.9799805,1,141,139,126,Class_1,LS Block
255.9547119,-541.0430908,3,76,100,76,Class_3,Vegitation
656.2952881,-245.8046265,1,247,245,233,Class_1,LS Block
180.0971069,-42.08959961,3,53,100,46,Class_3,Vegitation
510.8927002,-215.241394,2,93,95,81,Class_2,Grass
193.7816772,-435.9852295,3,65,84,62,Class_3,Vegitation
256.1384888,-440.1115112,2,103,101,86,Class_2,Grass
335.1879272,-164.1506958,3,49,75,40,Class_3,Vegitation
396.2498779,-26.13562012,1,156,164,149,Class_1,LS Block
490.9434814,-218.0106201,2,113,111,96,Class_2,Grass
470.0078735,-204.9879761,2,97,98,84,Class_2,Grass
414.9815063,-0.083618164,1,188,185,178,Class_1,LS Block
523.1746826,-221.8425903,2,101,102,86,Class_2,Grass
333.1116943,-189.8552246,3,62,81,62,Class_3,Vegitation
175.2763062,-35.04559326,3,57,93,55,Class_3,Vegitation
115.7575073,-144.8925781,2,109,108,90,Class_2,Grass
268.2055054,-247.9547119,1,120,135,116,Class_1,LS Block
497.1768799,-201.8516235,2,104,102,89,Class_2,Grass
489.0927124,-69.159729,1,213,216,199,Class_1,LS Block
271.7877197,-251.1212769,1,205,222,203,Class_1,LS Block
491.322876,-86.71411133,1,177,181,166,Class_1,LS Block
677.9121094,-361.0761108,1,197,195,183,Class_1,LS Block
217.0062866,-507.0621948,3,64,91,58,Class_3,Vegitation
302.5706787,-234.9135132,1,130,134,120,Class_1,LS Block
250.899292,-357.064209,2,125,123,110,Class_2,Grass
184.1541138,-457.0899048,3,29,54,25,Class_3,Vegitation
518.2512817,-217.0690918,2,99,100,84,Class_2,Grass
221.3479004,-314.0057983,1,129,139,130,Class_1,LS Block
215.7518921,-493.328125,3,2,0,1,Class_3,Vegitation
213.9824829,-318.255127,1,156,162,152,Class_1,LS Block
414.0103149,-21.8828125,1,174,177,168,Class_1,LS Block
521.0153198,-211.2094116,2,112,110,95,Class_2,Grass
396.1702881,-33.48150635,1,211,217,203,Class_1,LS Block
660.1528931,-185.1882935,1,133,133,121,Class_1,LS Block
517.8768921,-199.8468018,2,103,105,91,Class_2,Grass
197.111084,-433.9855957,3,71,95,71,Class_3,Vegitation
469.0338745,-221.9417114,2,98,92,80,Class_2,Grass
681.7451172,-107.7866211,1,146,144,132,Class_1,LS Block
467.0847168,-221.8723755,2,108,102,90,Class_2,Grass
457.8927002,-211.0690918,2,91,87,75,Class_2,Grass
281.1555176,-263.1246948,1,240,250,239,Class_1,LS Block
484.0177002,-219.1168213,2,103,101,86,Class_2,Grass
208.1260986,-483.7288818,3,49,66,50,Class_3,Vegitation
263.0264893,-537.0670776,3,77,101,75,Class_3,Vegitation
189.2236938,-338.8173218,1,160,168,157,Class_1,LS Block
94.05731201,-246.8527832,1,110,114,100,Class_1,LS Block
478.1016846,-217.1929932,2,114,108,96,Class_2,Grass
265.9996948,-448.1060791,2,110,108,93,Class_2,Grass
511.8890991,-204.3919067,2,104,106,92,Class_2,Grass
273.0565186,-276.9893799,1,146,154,139,Class_1,LS Block
504.9769287,-224.2835083,2,99,103,86,Class_2,Grass
510.9888916,-217.7423096,2,102,104,90,Class_2,Grass
246.7371216,-152.1887207,1,179,180,166,Class_1,LS Block
485.8743286,-206.2282104,2,106,102,91,Class_2,Grass
79.01208496,-147.9707031,2,117,111,95,Class_2,Grass
483.6619263,-208.9697876,2,96,94,79,Class_2,Grass
338.9918823,-164.0697021,3,89,119,83,Class_3,Vegitation
186.0914917,-445.5803833,3,86,106,79,Class_3,Vegitation
178.9719238,-106.9655762,2,94,99,77,Class_2,Grass
194.0692749,-428.0712891,3,66,91,69,Class_3,Vegitation
97.746521,-233.0288086,1,202,205,188,Class_1,LS Block
392.6738892,-286.0734863,1,150,153,136,Class_1,LS Block
93.08612061,-244.22229,1,143,145,132,Class_1,LS Block
204.1121216,-362.3070068,1,200,197,190,Class_1,LS Block
81.94610596,-143.1611938,2,120,117,100,Class_2,Grass
178.0239258,-335.1524048,1,158,162,148,Class_1,LS Block
470.8464966,-191.0612793,2,91,89,76,Class_2,Grass
368.8242798,-275.0120239,1,149,150,136,Class_1,LS Block
287.9766846,-535.25,3,47,78,47,Class_3,Vegitation
256.2197266,-436.4390259,2,81,79,64,Class_2,Grass
499.1196899,-216.9525146,2,95,97,83,Class_2,Grass
669.0100708,-360.1585083,1,121,118,103,Class_1,LS Block
283.1455078,-236.9099121,1,238,244,234,Class_1,LS Block
82.85992432,-152.8765259,2,115,112,97,Class_2,Grass
389.7062988,-301.1096191,1,158,155,146,Class_1,LS Block
60.90411377,-244.2000122,1,223,221,208,Class_1,LS Block
386.0134888,-75.06542969,3,81,109,71,Class_3,Vegitation
198.996521,-328.8588867,1,172,185,157,Class_1,LS Block
268.1099243,-444.0073853,2,98,96,81,Class_2,Grass
244.0682983,-519.9257813,3,68,94,65,Class_3,Vegitation
234.1500854,-305.0733032,3,75,96,79,Class_3,Vegitation
413.1469116,-22.80010986,1,152,158,148,Class_1,LS Block
488.086731,-191.8475952,2,108,104,93,Class_2,Grass
486.0856934,-218.0587158,2,108,106,91,Class_2,Grass
173.9904785,-37.90289307,3,55,97,51,Class_3,Vegitation
518.1071167,-220.0029907,2,101,105,88,Class_2,Grass
521.8449097,-209.1533813,2,97,98,82,Class_2,Grass
459.6882935,-223.1251831,2,119,115,103,Class_2,Grass
271.7269287,-253.9744263,1,199,208,191,Class_1,LS Block
85.88989258,-137.1491089,2,105,113,92,Class_2,Grass
213.861084,-301.8651123,1,228,237,218,Class_1,LS Block
296.9099121,-242.2199097,1,221,229,214,Class_1,LS Block
274.8261108,-438.0217285,2,101,101,89,Class_2,Grass
464.1989136,-210.0407104,2,103,97,85,Class_2,Grass
657.9945068,-187.4005127,1,145,146,132,Class_1,LS Block
60.79608154,-245.1712036,1,217,215,202,Class_1,LS Block
478.3010864,-75.92248535,1,142,144,130,Class_1,LS Block
193.9254761,-433.1074219,3,52,78,53,Class_3,Vegitation
343.1317139,-154.072998,3,127,154,113,Class_3,Vegitation
689.1984863,-358.0834961,1,195,193,181,Class_1,LS Block
100.1744995,-148.7883911,2,108,113,91,Class_2,Grass
656.8707275,-243.7901001,1,203,201,189,Class_1,LS Block
493.9003296,-343.0115967,2,97,101,86,Class_2,Grass
358.9868774,-140.0352783,1,201,205,191,Class_1,LS Block
226.2197266,-491.6013794,3,21,35,18,Class_3,Vegitation
310.2122803,-222.9484863,1,196,197,181,Class_1,LS Block
210.140686,-475.0234985,3,53,71,55,Class_3,Vegitation
398.0858765,-293.1021118,1,199,198,178,Class_1,LS Block
243.0025024,-530.9873047,3,57,86,55,Class_3,Vegitation
128.0969238,-30.67089844,3,36,65,34,Class_3,Vegitation
460.0145264,-220.0446777,2,93,89,77,Class_2,Grass
465.8823242,-219.0828247,2,109,103,91,Class_2,Grass
646.024292,-296.0653076,1,197,200,181,Class_1,LS Block
226.9326782,-302.0269775,1,204,211,195,Class_1,LS Block
286.8255005,-526.1129761,3,47,73,38,Class_3,Vegitation
243.1508789,-520.8969116,3,48,75,44,Class_3,Vegitation
338.1420898,-160.9536133,3,88,124,80,Class_3,Vegitation
91.03607178,-151.2412109,2,102,103,87,Class_2,Grass
202.8295288,-357.9462891,1,198,197,192,Class_1,LS Block
383.0300903,-23.16790771,1,108,115,97,Class_1,LS Block
86.24572754,-88.83319092,3,63,86,58,Class_3,Vegitation
510.0270996,-215.1452026,2,104,106,92,Class_2,Grass
480.9505005,-343.0477295,2,83,87,72,Class_2,Grass
516.6865234,-202.9851074,2,99,101,87,Class_2,Grass
215.8474731,-342.1066895,1,198,200,189,Class_1,LS Block
225.9796753,-340.1187134,1,172,172,160,Class_1,LS Block
208.1981201,-499.0531006,3,21,39,17,Class_3,Vegitation
124.22229,-155.1851807,2,113,112,94,Class_2,Grass
262.1060791,-260.9140015,3,58,81,52,Class_3,Vegitation
341.0963135,-162.2081909,3,88,120,81,Class_3,Vegitation
273.0203247,-446.8074951,2,106,102,91,Class_2,Grass
115.9979248,-140.0349121,2,97,96,78,Class_2,Grass
181.0111084,-113.0222778,2,91,101,77,Class_2,Grass
256.3776855,-145.7855835,1,163,164,150,Class_1,LS Block
187.0714722,-307.1350098,1,124,131,115,Class_1,LS Block
415.1860962,-15.07232666,1,154,157,148,Class_1,LS Block
120.1342773,-141.0449829,2,111,110,92,Class_2,Grass
244.9451294,-515.0155029,3,60,86,57,Class_3,Vegitation
503.9365234,-203.1472168,2,99,100,86,Class_2,Grass
458.8602905,-218.1209106,2,108,104,92,Class_2,Grass
487.8942871,-193.0499878,2,97,93,82,Class_2,Grass
181.8408813,-442.1333008,3,43,66,38,Class_3,Vegitation
245.7128906,-305.2207031,1,192,199,183,Class_1,LS Block
394.2595215,-303.9312134,1,218,214,203,Class_1,LS Block
470.9746704,-225.1773071,2,118,108,98,Class_2,Grass
499.744873,-220.944519,2,85,87,73,Class_2,Grass
516.2896729,-194.940979,2,98,100,86,Class_2,Grass
101.2324829,-148.0668945,2,112,117,95,Class_2,Grass
204.0740967,-481.0108032,3,44,63,43,Class_3,Vegitation
234.0690918,-313.0053101,3,50,68,44,Class_3,Vegitation
474.0529175,-206.9649048,2,107,103,91,Class_2,Grass
252.059082,-509.991394,3,42,67,38,Class_3,Vegitation
656.1513062,-244.5814819,1,226,224,212,Class_1,LS Block
482.093689,-222.7720947,2,109,107,92,Class_2,Grass
190.8319092,-434.1146851,3,76,102,73,Class_3,Vegitation
74.15447998,-150.1831055,2,110,107,90,Class_2,Grass
232.0861206,-308.9989014,3,32,54,31,Class_3,Vegitation
672.8577271,-354.050293,1,204,202,190,Class_1,LS Block
129.805481,-314.456604,1,199,195,183,Class_1,LS Block
191.1586914,-336.0629272,1,203,209,199,Class_1,LS Block
110.5150757,-156.098999,2,90,93,74,Class_2,Grass
255.0827026,-155.8579102,1,156,157,143,Class_1,LS Block
252.8964844,-352.9212036,2,94,98,83,Class_2,Grass
82.90789795,-150.2792969,2,109,106,91,Class_2,Grass
247.9577026,-270.0147095,1,148,157,138,Class_1,LS Block
505.9085083,-208.3897095,2,94,96,82,Class_2,Grass
361.7988892,-24.14672852,1,136,137,121,Class_1,LS Block
662.8081055,-164.1055908,1,231,233,219,Class_1,LS Block
216.1038818,-347.2368774,1,190,194,180,Class_1,LS Block
470.8734741,-212.9959106,2,107,101,89,Class_2,Grass
493.6367188,-217.0006104,2,102,100,85,Class_2,Grass
411.6901245,-2.133911133,1,178,179,171,Class_1,LS Block
495.126709,-342.0377197,2,97,101,86,Class_2,Grass
175.7033081,-445.1790161,3,66,90,64,Class_3,Vegitation
489.067688,-218.1068115,2,100,98,83,Class_2,Grass
216.1679077,-311.8610229,1,192,200,187,Class_1,LS Block
677.2988892,-110.8648071,1,203,203,191,Class_1,LS Block
506.9505005,-191.1895142,2,88,90,76,Class_2,Grass
118.739502,-154.2232056,2,100,99,81,Class_2,Grass
232.9107056,-476.9246826,3,36,56,28,Class_3,Vegitation
214.0634766,-312.9536133,1,186,194,181,Class_1,LS Block
175.0018921,-442.9666748,3,34,57,31,Class_3,Vegitation
500.9904785,-196.9121094,2,116,114,101,Class_2,Grass
184.2069092,-107.9395142,2,103,111,88,Class_2,Grass
336.0377197,-164.5554199,3,72,97,65,Class_3,Vegitation
283.1455078,-238.7985229,1,183,186,177,Class_1,LS Block
661.0786743,-290.8853149,1,173,168,162,Class_1,LS Block
650.944519,-163.977417,1,218,220,206,Class_1,LS Block
251.9536743,-265.1685791,1,220,229,210,Class_1,LS Block
74.01031494,-155.0889893,2,122,119,102,Class_2,Grass
224.7089233,-485.9896851,3,25,28,21,Class_3,Vegitation
83.91809082,-144.3154907,2,107,101,87,Class_2,Grass
489.2119141,-217.2410889,2,99,97,82,Class_2,Grass
89.01611328,-148.1149902,2,116,114,99,Class_2,Grass
483.9022827,-211.0379028,2,103,101,86,Class_2,Grass
517.0112915,-211.5341187,2,99,97,82,Class_2,Grass
507.8145142,-219.8106079,2,94,96,82,Class_2,Grass
315.0684814,-223.3262939,1,194,191,182,Class_1,LS Block
171.9564819,-110.2374268,2,115,120,100,Class_2,Grass
657.0792847,-220.3692017,1,204,207,190,Class_1,LS Block
76.79968262,-156.098999,2,112,106,90,Class_2,Grass
100.1262817,-150.1350098,2,110,118,95,Class_2,Grass
182.8591309,-453.0430908,3,72,95,66,Class_3,Vegitation
391.961731,-32.18658447,1,149,160,144,Class_1,LS Block
471.8474731,-215.8457031,2,90,84,72,Class_2,Grass
394.253479,-21.17138672,1,207,210,201,Class_1,LS Block
505.2172852,-223.1773071,2,95,97,83,Class_2,Grass
660.6384888,-197.7067261,1,177,173,161,Class_1,LS Block
643.965271,-188.7495117,1,143,147,130,Class_1,LS Block
78.86791992,-138.8325195,2,111,112,96,Class_2,Grass
172.9909058,-27.078125,3,54,77,51,Class_3,Vegitation
328.8516846,-193.1387939,1,221,227,215,Class_1,LS Block
471.8964844,-348.1337891,2,103,101,89,Class_2,Grass
247.0249023,-150.1741943,1,144,145,131,Class_1,LS Block
340.9749146,-163.1389771,3,75,107,70,Class_3,Vegitation
494.9611206,-347.072998,2,103,105,91,Class_2,Grass
191.887085,-339.8416748,1,150,156,144,Class_1,LS Block
189.7694702,-309.5632935,1,158,165,149,Class_1,LS Block
194.2272949,-443.4227905,3,61,76,55,Class_3,Vegitation
219.1107178,-508.4111938,3,57,83,54,Class_3,Vegitation
336.0822754,-193.0847778,1,240,240,228,Class_1,LS Block
658.7681274,-153.0756836,1,191,193,179,Class_1,LS Block
501.1616821,-9.666381836,1,136,137,121,Class_1,LS Block
323.8637085,-230.2329102,1,145,145,133,Class_1,LS Block
383.059082,-78.01959229,3,69,98,54,Class_3,Vegitation
265.8726807,-275.3936768,1,210,217,210,Class_1,LS Block
85.93811035,-140.9968872,2,105,106,88,Class_2,Grass
85.93811035,-138.111084,2,105,110,90,Class_2,Grass
273.5681152,-448.1668091,2,91,89,76,Class_2,Grass
497.0892944,-340.0029907,2,96,99,82,Class_2,Grass
476.2973022,-199.9108887,2,110,106,94,Class_2,Grass
520.6947021,-27.09509277,1,159,160,146,Class_1,LS Block
291.9406738,-229.1939087,1,201,208,192,Class_1,LS Block
521.9171143,-203.2736816,2,99,101,87,Class_2,Grass
212.8977051,-350.9562988,1,133,134,126,Class_1,LS Block
657.0864868,-246.4520874,1,247,245,233,Class_1,LS Block
252.1607056,-532.9088745,3,70,96,67,Class_3,Vegitation
256.8685303,-352.0765991,2,113,110,95,Class_2,Grass
179.4711304,-49.41821289,3,65,96,62,Class_3,Vegitation
511.0233154,-209.8026123,2,109,110,96,Class_2,Grass
103.9442749,-73.23919678,3,67,98,67,Class_3,Vegitation
519.2614746,-220.5319824,2,111,115,98,Class_2,Grass
288.1925049,-536.0413818,3,74,105,74,Class_3,Vegitation
87.04431152,-145.0369263,2,106,103,88,Class_2,Grass
499.9605103,-191.1253052,2,90,91,77,Class_2,Grass
122.0352783,-281.0023193,1,160,154,140,Class_1,LS Block
100.7996826,-137.0529785,2,120,119,101,Class_2,Grass
509.9788818,-221.734375,2,95,97,83,Class_2,Grass
89.92987061,-140.1791992,2,116,117,99,Class_2,Grass
223.0938721,-342.7479858,1,153,151,139,Class_1,LS Block
203.0488892,-483.9785156,3,45,66,47,Class_3,Vegitation
224.1693115,-487.4465942,3,26,32,22,Class_3,Vegitation
491.8862915,-207.1420898,2,109,105,94,Class_2,Grass
373.09729,-316.9492188,1,194,195,179,Class_1,LS Block
648.6143188,-301.8928833,1,184,188,173,Class_1,LS Block
212.0639038,-349.0324097,1,126,129,122,Class_1,LS Block
372.2634888,-329.9030151,1,191,188,171,Class_1,LS Block
480.4874878,-201.130188,2,106,102,91,Class_2,Grass
396.4403076,-34.02111816,1,220,226,212,Class_1,LS Block
316.3635254,-224.729187,1,141,141,131,Class_1,LS Block
336.9995117,-187.796875,1,147,156,137,Class_1,LS Block
384.1519165,-82.99737549,3,31,57,28,Class_3,Vegitation
379.1591187,-77.04418945,3,79,105,66,Class_3,Vegitation
425.0198975,-10.22277832,1,171,172,166,Class_1,LS Block
256.1566772,-276.8914795,1,221,236,217,Class_1,LS Block
662.986084,-244.8693237,1,139,137,125,Class_1,LS Block
191.090271,-335.0158081,1,197,203,191,Class_1,LS Block
506.1259155,-12.63421631,1,139,140,124,Class_1,LS Block
458.9564819,-209.9445801,2,96,92,80,Class_2,Grass
266.111084,-247.9849854,1,105,122,103,Class_1,LS Block
517.9490967,-209.2615967,2,100,97,82,Class_2,Grass
296.0197144,-244.607605,1,220,231,215,Class_1,LS Block
489.9144897,-207.1420898,2,102,98,87,Class_2,Grass
167.2318726,-444.5855103,3,69,94,65,Class_3,Vegitation
472.0046997,-342.0015869,2,99,97,85,Class_2,Grass
477.0916748,-221.1849976,2,118,112,100,Class_2,Grass
423.9069214,-505.133728,1,159,157,144,Class_1,LS Block
479.1109009,-340.0897827,2,85,91,77,Class_2,Grass
420.8618774,-4.182800293,1,210,213,206,Class_1,LS Block
120.0380859,-151.8665161,2,107,106,88,Class_2,Grass
77.85791016,-142.1511841,2,118,116,101,Class_2,Grass
495.8671265,-8.76940918,1,216,217,201,Class_1,LS Block
680.7191162,-120.4412231,1,174,175,161,Class_1,LS Block
96.13427734,-145.085022,2,118,112,100,Class_2,Grass
210.987915,-317.1624756,1,134,137,126,Class_1,LS Block
341.1386719,-8.993713379,1,160,161,145,Class_1,LS Block
412.1508789,-6.064697266,1,171,179,168,Class_1,LS Block
497.0996704,-221.9545288,2,101,103,89,Class_2,Grass
498.6456909,-197.0924072,2,109,107,94,Class_2,Grass
205.9852905,-489.0114136,3,70,87,71,Class_3,Vegitation
369.0089111,-27.98022461,1,129,127,112,Class_1,LS Block
349.0784912,-131.8892212,1,209,207,195,Class_1,LS Block
459.8703003,-208.982605,2,100,96,84,Class_2,Grass
182.0567017,-441.1080933,3,11,34,6,Class_3,Vegitation
647.1574707,-302.2166138,1,200,204,189,Class_1,LS Block
477.6019287,-201.0820923,2,110,106,94,Class_2,Grass
180.0532837,-467.989624,3,34,59,30,Class_3,Vegitation
233.0725098,-477.84198,3,42,62,35,Class_3,Vegitation
472.8342896,-338.9354858,2,111,109,97,Class_2,Grass
105.0321045,-149.0288086,2,102,110,87,Class_2,Grass
491.645874,-211.0859985,2,113,111,96,Class_2,Grass
342.9578857,-170.9089966,3,66,98,61,Class_3,Vegitation
518.1071167,-216.0109863,2,98,99,83,Class_2,Grass
480.0546875,-192.1843262,2,107,103,92,Class_2,Grass
244.9396973,-294.9852295,1,182,189,181,Class_1,LS Block
203.145874,-336.0092773,3,67,101,64,Class_3,Vegitation
688.1724854,-373.9016113,1,186,189,170,Class_1,LS Block
464.2468872,-204.0769043,2,101,102,88,Class_2,Grass
189.8505249,-324.0252075,1,152,156,142,Class_1,LS Block
683.1367188,-140.6348267,1,232,223,214,Class_1,LS Block
327.9647217,-218.9016113,1,192,190,178,Class_1,LS Block
169.2272949,-44.97167969,3,42,83,43,Class_3,Vegitation
206.0358887,-361.4091797,1,197,192,188,Class_1,LS Block
477.5537109,-198.0039063,2,100,96,84,Class_2,Grass
97.76947021,-138.111084,2,112,111,93,Class_2,Grass
84.66851807,-252.963623,1,145,143,128,Class_1,LS Block
74.77972412,-148.9326782,2,121,118,101,Class_2,Grass
110.8997192,-150.1831055,2,104,101,86,Class_2,Grass
103.973877,-144.267395,2,106,111,89,Class_2,Grass
225.8292847,-473.2525024,3,53,77,51,Class_3,Vegitation
174.9896851,-47.07672119,3,21,59,22,Class_3,Vegitation
382.0668945,-26.19958496,1,102,109,91,Class_1,LS Block
244.1450806,-529.1287231,3,62,86,60,Class_3,Vegitation
333.9586792,-153.0477905,3,79,98,68,Class_3,Vegitation
489.7219238,-197.9077759,2,110,106,95,Class_2,Grass
492.2122803,-212.1472778,2,111,109,94,Class_2,Grass
181.2545166,-105.093689,2,102,112,88,Class_2,Grass
209.1140747,-354.6116943,1,118,120,109,Class_1,LS Block
174.696106,-35.77539063,3,103,142,98,Class_3,Vegitation
496.9844971,-193.1942749,2,106,104,91,Class_2,Grass
495.8782959,-206.9978027,2,105,103,90,Class_2,Grass
461.1207275,-215.1870117,2,99,95,83,Class_2,Grass
376.0632935,-80.04901123,3,80,103,74,Class_3,Vegitation
502.9022827,-206.0742798,2,94,95,81,Class_2,Grass
512.4013062,-226.5880127,2,64,71,53,Class_2,Grass
68.87792969,-428.1710815,2,142,136,124,Class_2,Grass
510.9511108,-194.291687,2,104,108,93,Class_2,Grass
461.9382935,-218.0728149,2,103,99,87,Class_2,Grass
87.00128174,-87.86187744,3,63,89,60,Class_3,Vegitation
261.1096802,-437.9608154,2,112,110,95,Class_2,Grass
243.9064941,-519.116394,3,64,90,61,Class_3,Vegitation
185.1740723,-311.3629761,1,162,166,151,Class_1,LS Block
164.5338745,-446.5819092,3,61,88,57,Class_3,Vegitation
390.7886963,-74.66070557,3,51,76,47,Class_3,Vegitation
484.3051147,-343.9495239,2,89,93,78,Class_2,Grass
488.1348877,-206.0358887,2,105,101,90,Class_2,Grass
122.0098877,-138.9287109,2,118,117,99,Class_2,Grass
663.8040771,-364.9238281,1,206,203,188,Class_1,LS Block
190.0662842,-321.9389038,1,149,153,139,Class_1,LS Block
173.9957275,-111.8657227,2,120,123,102,Class_2,Grass
660.3588867,-226.0266113,1,187,185,173,Class_1,LS Block
510.8927002,-222.071106,2,91,95,80,Class_2,Grass
360.7807007,-146.1942749,1,170,172,161,Class_1,LS Block
661.9788818,-237.7468262,1,207,205,193,Class_1,LS Block
255.0806885,-520.27948,3,75,102,69,Class_3,Vegitation
421.9240723,-7.005493164,1,187,188,182,Class_1,LS Block
333.973877,-161.7630005,3,90,118,80,Class_3,Vegitation
322.0831299,-229.9631958,1,171,171,159,Class_1,LS Block
75.64550781,-156.2432861,2,114,108,92,Class_2,Grass
180.9196777,-108.1068115,2,103,108,86,Class_2,Grass
301.1187134,-242.1793823,1,164,172,157,Class_1,LS Block
648.074707,-303.3496094,1,224,226,212,Class_1,LS Block
100.9921265,-138.1591797,2,117,116,98,Class_2,Grass
173.7824707,-114.9093018,2,112,115,94,Class_2,Grass
186.208313,-317.1713867,1,136,143,127,Class_1,LS Block
283.5880737,-528.1994019,3,64,96,57,Class_3,Vegitation
202.994873,-482.2518921,3,55,77,56,Class_3,Vegitation
108.0140991,-137.0048828,2,107,108,90,Class_2,Grass
512.8991089,-209.9468994,2,102,96,82,Class_2,Grass
193.0253296,-337.0872803,1,146,155,134,Class_1,LS Block
506.8704834,-210.1691895,2,104,106,92,Class_2,Grass
187.0177002,-314.0418091,1,150,157,141,Class_1,LS Block
288.0319214,-260.3054199,1,179,185,171,Class_1,LS Block
494.949707,-7.798095703,1,246,248,234,Class_1,LS Block
483.944519,-340.0537109,2,102,109,93,Class_2,Grass
486.5026855,-79.23199463,1,124,127,110,Class_1,LS Block
309.2949219,-222.8945923,1,255,255,239,Class_1,LS Block
478.7982788,-226.267395,2,117,108,93,Class_2,Grass
458.9187012,-224.0870972,2,118,114,102,Class_2,Grass
264.0919189,-278.6851807,1,106,112,100,Class_1,LS Block
190.7371216,-456.3345947,3,44,66,45,Class_3,Vegitation
90.98809814,-137.0529785,2,103,111,90,Class_2,Grass
281.1860962,-535.5778809,1,191,216,187,Class_1,LS Block
266.182312,-439.9492798,2,119,117,102,Class_2,Grass
511.085083,-215.9628906,2,90,92,78,Class_2,Grass
678.7808838,-118.1610107,1,135,136,122,Class_1,LS Block
201.8508911,-340.1640015,3,39,69,33,Class_3,Vegitation
474.8864746,-213.954895,2,111,105,93,Class_2,Grass
361.227478,-116.2125854,3,52,71,49,Class_3,Vegitation
271.3565063,-448.7553101,2,115,111,99,Class_2,Grass
91.75769043,-155.0408936,2,108,111,94,Class_2,Grass
225.9107056,-280.9658813,3,57,81,55,Class_3,Vegitation
375.213501,-334.5842896,1,212,206,190,Class_1,LS Block
679.4650879,-121.4672852,1,142,144,130,Class_1,LS Block
654.9729004,-194.9547119,1,129,127,112,Class_1,LS Block
479.015686,-219.0206299,2,101,97,85,Class_2,Grass
480.9144897,-346.1859131,2,85,87,73,Class_2,Grass
206.0596924,-342.1065063,3,82,109,76,Class_3,Vegitation
74.25067139,-148.0187988,2,111,108,91,Class_2,Grass
93.36828613,-87.16052246,3,62,89,56,Class_3,Vegitation
97.96209717,-151.0488892,2,102,110,89,Class_2,Grass
656.0075073,-238.0346069,1,172,172,160,Class_1,LS Block
76.89587402,-137.7744141,2,110,111,95,Class_2,Grass
467.9517212,-216.026001,2,107,101,89,Class_2,Grass
115.0841064,-150.1831055,2,110,109,91,Class_2,Grass
292.8071289,-256.9868774,1,193,205,185,Class_1,LS Block
124.078125,-142.5839844,2,108,107,89,Class_2,Grass
94.83569336,-149.125,2,110,111,95,Class_2,Grass
104.1060791,-65.84680176,3,52,77,48,Class_3,Vegitation
192.7164917,-445.3652954,3,61,81,56,Class_3,Vegitation
75.88592529,-143.0169067,2,119,117,102,Class_2,Grass
119.0280762,-151.9627075,2,113,112,94,Class_2,Grass
508.9857178,-20.83587646,1,166,167,151,Class_1,LS Block
497.6768799,-219.0687256,2,99,101,87,Class_2,Grass
657.1585083,-249.8334961,1,210,208,196,Class_1,LS Block
103.1887207,-65.90081787,3,56,81,52,Class_3,Vegitation
513.9810791,-204.824707,2,98,100,86,Class_2,Grass
259.1483154,-128.9100952,1,116,122,108,Class_1,LS Block
258.0184937,-543.1981201,3,37,59,38,Class_3,Vegitation
495.9453125,-225.0806885,2,104,105,89,Class_2,Grass
61.92932129,-242.9589233,1,128,125,110,Class_1,LS Block
498.164917,-191.2536011,2,100,101,87,Class_2,Grass
210.0759277,-357.0485229,1,147,147,137,Class_1,LS Block
517.9146729,-223.1292114,2,94,98,81,Class_2,Grass
183.8515015,-332.8986816,1,171,175,161,Class_1,LS Block
183.7346802,-34.24060059,3,90,133,90,Class_3,Vegitation
275.9827271,-451.1090088,2,96,94,81,Class_2,Grass
248.776123,-521.7064209,3,52,78,51,Class_3,Vegitation
404.9453125,-9.040710449,1,191,204,187,Class_1,LS Block
513.8009033,-192.1273804,2,103,105,91,Class_2,Grass
398.7064819,-34.23699951,1,154,160,146,Class_1,LS Block
476.0408936,-201.8988037,2,108,104,92,Class_2,Grass
102.001709,-71.08081055,3,26,55,25,Class_3,Vegitation
179.2315063,-290.2830811,1,220,218,203,Class_1,LS Block
272.7158813,-442.1608887,2,99,95,84,Class_2,Grass
485.0756836,-225.2249756,2,106,103,88,Class_2,Grass
492.204895,-341.9655762,2,94,98,83,Class_2,Grass
500.6296997,-193.7017212,2,105,103,90,Class_2,Grass
458.8602905,-216.100708,2,107,103,91,Class_2,Grass
502.2459106,-215.7501221,2,94,96,82,Class_2,Grass
179.7603149,-449.4174805,3,67,87,59,Class_3,Vegitation
